word1,word2,pos,simlex_score,top_score_1,top_score_2,edge_overlap,word_overlap,word_jaccard,direct_hit_1in2,direct_hit_2in1,direct_hit_any,bridge_level_min,n_levels_le_13_in_set1,n_levels_le_13_in_set2
guy,girl,N,3.33,0.9433,0.9076,0,0,0.0,0,1,1,13,10,9
bed,chair,N,3.5,0.9806,0.9344,0,0,0.0,0,0,0,,7,13
clothes,jacket,N,5.15,1.0,0.9612,0,0,0.0,0,0,0,,7,8
gun,knife,N,3.65,0.9379,0.9445,0,0,0.0,0,0,0,,6,7
tin,metal,N,5.63,0.9826,0.9877,0,0,0.0,0,0,0,,8,7
bottle,container,N,7.93,0.9406,0.9625,0,0,0.0,0,0,0,,13,5
hen,turkey,N,6.13,0.9561,0.896,0,0,0.0,0,0,0,,8,11
meat,bread,N,1.67,0.9457,0.9503,0,0,0.0,0,0,0,,9,8
arm,bone,N,3.83,0.9436,1.0,0,0,0.0,0,0,0,,10,6
neck,spine,N,5.32,0.9593,0.9732,0,0,0.0,0,0,0,,8,8
apple,lemon,N,4.05,0.9437,0.9591,0,0,0.0,0,0,0,,5,7
agony,grief,N,7.63,0.9529,0.9164,0,0,0.0,0,0,0,,6,9
assignment,task,N,8.7,0.9303,0.9416,0,0,0.0,0,0,0,,8,8
night,dawn,N,2.95,0.9502,0.9879,0,0,0.0,0,0,0,,7,6
dinner,soup,N,3.72,0.9813,0.93,0,0,0.0,0,0,0,,8,13
calf,bull,N,4.93,0.9508,0.9156,0,0,0.0,0,0,0,,10,11
snow,storm,N,4.8,0.9702,0.9572,0,0,0.0,0,0,0,,10,5
nail,hand,N,3.42,0.9635,0.9908,0,0,0.0,0,0,0,,9,7
dog,horse,N,2.38,1.0,1.0,0,0,0.0,0,0,0,,6,7
arm,neck,N,1.58,0.9436,0.9593,0,0,0.0,0,0,0,,10,8
ball,glove,N,1.75,0.9384,0.9446,0,0,0.0,0,0,0,,10,8
flu,fever,N,6.08,0.9524,0.955,0,0,0.0,0,0,0,,8,7
fee,salary,N,3.72,0.918,0.8891,0,0,0.0,0,0,0,,6,13
nerve,brain,N,3.88,0.9905,0.963,0,0,0.0,0,0,0,,8,6
beast,animal,N,7.83,0.9444,0.9873,0,0,0.0,1,0,1,,8,8
dinner,chicken,N,2.85,0.9813,0.9494,0,0,0.0,0,0,0,,8,6
girl,maid,N,2.93,0.9076,0.9338,0,0,0.0,1,0,1,,9,9
child,boy,N,5.75,1.0,0.9313,0,1,0.017857,0,0,0,,7,8
alcohol,wine,N,7.42,1.0,0.9499,0,0,0.0,0,0,0,,9,9
nose,mouth,N,3.73,0.9662,1.0,0,0,0.0,0,0,0,,9,7
street,car,N,2.38,0.9691,0.9492,0,0,0.0,0,0,0,,8,6
bell,door,N,2.2,0.925,0.9567,0,0,0.0,0,0,0,,7,10
box,hat,N,1.3,0.9347,0.9865,0,0,0.0,0,0,0,,12,10
belief,impression,N,5.95,0.952,0.9236,0,0,0.0,0,0,0,,11,9
bias,opinion,N,5.6,0.9573,0.9328,0,0,0.0,0,0,0,,9,8
attention,awareness,N,8.73,0.9594,0.9513,0,0,0.0,0,0,0,,9,7
anger,mood,N,4.1,0.9566,0.9523,0,0,0.0,0,0,0,,7,9
elegance,style,N,5.72,0.9644,0.9331,0,0,0.0,0,0,0,,6,11
beauty,age,N,1.58,0.949,0.9585,0,0,0.0,0,0,0,,9,7
book,theme,N,2.58,1.0,0.9405,0,0,0.0,0,0,0,,10,7
friend,mother,N,2.53,1.0,1.0,0,0,0.0,0,0,0,,8,8
vitamin,iron,N,5.55,0.9702,0.958,0,0,0.0,0,0,0,,8,6
car,factory,N,2.75,0.9492,0.9518,0,0,0.0,0,0,0,,6,9
pact,condition,N,2.45,0.9431,0.9457,0,0,0.0,0,0,0,,10,6
chapter,choice,N,0.48,0.9509,0.9771,0,0,0.0,0,0,0,,9,6
arithmetic,rhythm,N,2.35,0.9494,0.9592,0,0,0.0,0,0,0,,7,10
winner,presence,N,1.08,0.9042,0.9618,0,0,0.0,0,0,0,,8,7
belief,flower,N,0.4,0.952,0.9792,0,0,0.0,0,0,0,,11,7
winner,goal,N,3.23,0.9042,0.9264,0,1,0.011628,0,0,0,,8,10
trick,size,N,0.48,0.9632,0.9767,0,0,0.0,0,0,0,,7,8
choice,vein,N,0.98,0.9771,0.9903,0,0,0.0,0,0,0,,6,8
hymn,conquest,N,0.68,0.9441,0.944,0,0,0.0,0,0,0,,9,7
endurance,band,N,0.4,0.9373,0.9258,0,0,0.0,0,0,0,,6,11
jail,choice,N,1.08,0.9466,0.9771,0,0,0.0,0,0,0,,8,6
condition,boy,N,0.48,0.9457,0.9313,0,0,0.0,0,0,0,,6,8
flower,endurance,N,0.4,0.9792,0.9373,0,0,0.0,0,0,0,,7,6
hole,agreement,N,0.3,0.9253,1.0,0,0,0.0,0,0,0,,13,7
doctor,temper,N,0.48,0.9465,0.9393,0,0,0.0,0,0,0,,9,8
fraternity,door,N,0.68,0.9217,0.9567,0,0,0.0,0,0,0,,7,10
task,woman,N,0.68,0.9416,0.979,0,0,0.0,0,0,0,,8,7
fraternity,baseball,N,0.88,0.9217,0.9485,0,0,0.0,0,0,0,,7,10
cent,size,N,0.4,0.9342,0.9767,0,0,0.0,0,0,0,,9,8
presence,door,N,0.48,0.9618,0.9567,0,0,0.0,0,0,0,,7,10
mouse,management,N,0.48,0.9521,0.9164,0,0,0.0,0,0,0,,7,7
task,highway,N,0.48,0.9416,0.9582,0,0,0.0,0,0,0,,8,6
liquor,century,N,0.4,0.9571,0.9673,0,0,0.0,0,0,0,,7,9
task,straw,N,0.68,0.9416,0.9655,0,0,0.0,0,0,0,,8,8
island,task,N,0.3,0.946,0.9416,0,0,0.0,0,0,0,,6,8
night,chapter,N,0.48,0.9502,0.9509,0,0,0.0,0,0,0,,7,9
pollution,president,N,0.68,0.9537,0.9133,0,0,0.0,0,0,0,,8,9
gun,trick,N,0.48,0.9379,0.9632,0,0,0.0,0,0,0,,6,7
bath,trick,N,0.58,0.9813,0.9632,0,0,0.0,0,0,0,,10,7
diet,apple,N,1.18,0.9308,0.9437,0,0,0.0,0,0,0,,10,5
cent,wife,N,0.58,0.9342,0.9684,0,0,0.0,0,0,0,,9,10
chapter,tail,N,0.3,0.9509,0.9625,0,0,0.0,0,0,0,,9,10
course,stomach,N,0.58,0.894,0.9912,0,0,0.0,0,0,0,,8,7
hymn,straw,N,0.4,0.9441,0.9655,0,0,0.0,0,0,0,,9,8
dentist,colonel,N,0.4,0.9883,0.9606,0,0,0.0,0,0,0,,10,7
wife,straw,N,0.4,0.9684,0.9655,0,0,0.0,0,0,0,,10,8
hole,wife,N,0.68,0.9253,0.9684,0,0,0.0,0,0,0,,13,10
pupil,president,N,0.78,0.9456,0.9133,0,0,0.0,0,0,0,,4,9
bath,wife,N,0.48,0.9813,0.9684,0,0,0.0,0,0,0,,10,10
people,cent,N,0.48,0.9741,0.9342,0,0,0.0,0,0,0,,6,9
formula,log,N,1.77,0.911,0.9566,0,0,0.0,0,0,0,,9,8
woman,fur,N,0.58,0.979,0.9817,0,0,0.0,0,0,0,,7,7
apple,sunshine,N,0.58,0.9437,0.9598,0,0,0.0,0,0,0,,5,6
gun,dawn,N,1.18,0.9379,0.9879,0,0,0.0,0,0,0,,6,6
meal,waist,N,0.98,0.9454,0.9468,0,0,0.0,0,0,0,,8,9
camera,president,N,0.48,0.922,0.9133,0,0,0.0,0,0,0,,12,9
liquor,band,N,0.68,0.9571,0.9258,0,0,0.0,0,0,0,,7,11
stomach,vein,N,2.35,0.9912,0.9903,0,0,0.0,0,0,0,,7,8
gun,fur,N,0.3,0.9379,0.9817,0,0,0.0,0,0,0,,6,7
couch,baseball,N,0.88,0.9502,0.9485,0,0,0.0,0,0,0,,9,10
worker,camera,N,0.68,0.9393,0.922,0,0,0.0,0,0,0,,8,12
deck,mouse,N,0.48,0.9053,0.9521,0,0,0.0,0,0,0,,10,7
rice,boy,N,0.4,0.9427,0.9313,0,0,0.0,0,0,0,,13,8
people,gun,N,0.68,0.9741,0.9379,0,0,0.0,0,0,0,,6,6
cliff,tail,N,0.3,0.9285,0.9625,0,0,0.0,0,0,0,,9,10
princess,island,N,0.3,0.945,0.946,0,0,0.0,0,0,0,,6,6
container,mouse,N,0.3,0.9625,0.9521,0,0,0.0,0,0,0,,5,7
ankle,window,N,0.3,0.9361,0.9493,0,0,0.0,0,0,0,,9,7
wagon,container,N,2.65,0.9444,0.9625,0,0,0.0,0,0,0,,9,5
people,balloon,N,0.48,0.9741,0.9545,0,0,0.0,0,0,0,,6,8
dollar,people,N,0.4,0.9425,0.9741,0,0,0.0,0,0,0,,7,6
bath,balloon,N,0.4,0.9813,0.9545,0,0,0.0,0,0,0,,10,8
stomach,bedroom,N,0.4,0.9912,0.9668,0,0,0.0,0,0,0,,7,8
bicycle,bedroom,N,0.4,0.9477,0.9668,0,0,0.0,0,0,0,,10,8
log,bath,N,0.4,0.9566,0.9813,0,0,0.0,0,0,0,,8,10
bowl,tail,N,0.48,0.943,0.9625,0,0,0.0,0,0,0,,8,10
go,come,V,2.42,0.9747,0.907,0,0,0.0,0,0,0,,6,9
take,steal,V,6.18,0.9288,0.9742,0,2,0.018692,0,0,0,,14,8
listen,hear,V,8.17,0.9161,0.9311,1,9,0.147541,0,1,1,,10,10
think,rationalize,V,8.25,0.9543,0.9525,0,0,0.0,0,0,0,,9,8
occur,happen,V,9.32,0.9321,0.9464,7,15,0.441176,0,0,0,,11,7
vanish,disappear,V,9.8,0.9611,0.9538,14,14,0.538462,0,1,1,13,7,7
multiply,divide,V,1.75,0.9354,0.9542,0,0,0.0,0,0,0,,9,11
plead,beg,V,9.08,0.9622,0.9528,1,6,0.083333,0,1,1,12,8,9
begin,originate,V,8.2,0.9412,0.9407,0,0,0.0,0,0,0,,7,7
protect,defend,V,9.13,0.9409,0.9513,0,0,0.0,0,0,0,,7,9
kill,destroy,V,5.9,0.9444,0.9702,0,0,0.0,0,0,0,,8,8
create,make,V,8.72,0.9428,0.9379,0,0,0.0,0,0,0,,6,1
accept,reject,V,0.83,0.9633,0.9346,0,1,0.015873,1,0,1,13,9,8
ignore,avoid,V,6.87,0.9672,0.949,0,0,0.0,0,0,0,,9,7
carry,bring,V,5.8,0.9501,0.9311,0,0,0.0,0,0,0,,8,9
leave,enter,V,0.95,0.9548,0.9443,0,0,0.0,0,0,0,,8,5
choose,elect,V,7.62,0.9474,0.9446,0,3,0.036585,0,0,0,,8,8
lose,fail,V,7.33,0.9484,0.9479,0,0,0.0,0,0,0,,5,9
encourage,discourage,V,1.58,0.9507,0.9376,1,7,0.101449,0,0,0,,10,8
achieve,accomplish,V,8.57,0.9342,0.9479,11,24,0.40678,1,1,1,,9,9
make,construct,V,8.33,0.9379,0.9312,0,0,0.0,0,0,0,,1,7
listen,obey,V,4.93,0.9161,0.9584,0,0,0.0,0,0,0,,10,9
inform,notify,V,9.25,0.9492,0.9284,0,0,0.0,0,0,0,,9,9
receive,give,V,1.47,0.9906,0.9796,0,0,0.0,0,0,0,,6,12
borrow,beg,V,2.62,0.9838,0.9528,0,0,0.0,0,0,0,,7,9
take,obtain,V,7.1,0.9288,0.9318,0,0,0.0,0,0,0,,14,6
advise,recommend,V,8.1,0.9361,0.9306,0,2,0.033333,0,0,0,,10,10
imitate,portray,V,6.75,0.9449,0.9544,0,0,0.0,0,0,0,,9,7
win,succeed,V,7.9,0.9364,0.9398,0,0,0.0,0,0,0,,10,9
think,decide,V,5.13,0.9543,0.9383,0,0,0.0,0,0,0,,9,8
greet,meet,V,6.17,0.9465,0.9215,0,0,0.0,0,0,0,,8,8
agree,argue,V,0.77,0.9502,0.9501,0,0,0.0,0,0,0,,7,9
enjoy,entertain,V,5.92,0.9428,0.9266,0,0,0.0,0,0,0,,9,7
destroy,make,V,1.6,0.9702,0.9379,0,0,0.0,0,0,0,,8,1
save,protect,V,6.58,0.9283,0.9409,0,0,0.0,0,0,0,,9,7
give,lend,V,7.22,0.9796,0.953,0,0,0.0,0,0,0,,12,7
understand,know,V,7.47,0.9635,0.9823,0,0,0.0,0,0,0,,7,9
take,receive,V,5.08,0.9288,0.9906,0,0,0.0,0,0,0,,14,6
accept,acknowledge,V,6.88,0.9633,0.9649,0,1,0.019608,0,0,0,,9,7
decide,choose,V,8.87,0.9383,0.9474,0,0,0.0,0,0,0,,8,8
accept,believe,V,6.75,0.9633,0.9459,0,0,0.0,0,0,0,,9,8
keep,possess,V,8.27,0.9259,0.9612,0,0,0.0,0,0,0,,5,8
roam,wander,V,8.83,0.9253,0.9367,4,17,0.217949,0,0,0,,6,11
succeed,fail,V,0.83,0.9398,0.9479,0,2,0.03125,0,0,0,,9,9
spend,save,V,0.55,0.9159,0.9283,0,0,0.0,0,0,0,,9,9
leave,go,V,7.63,0.9548,0.9747,0,0,0.0,0,0,0,,8,6
come,attend,V,8.1,0.907,0.9245,0,0,0.0,0,0,0,,9,7
know,believe,V,5.5,0.9823,0.9459,0,0,0.0,0,0,0,,9,8
gather,meet,V,7.3,0.9499,0.9215,0,2,0.025974,0,0,0,,8,8
make,earn,V,7.62,0.9379,0.9321,0,0,0.0,1,0,1,,1,6
forget,ignore,V,3.07,0.9608,0.9672,0,0,0.0,0,0,0,,8,9
multiply,add,V,2.7,0.9354,0.9206,0,0,0.0,0,1,1,11,9,7
shrink,grow,V,0.23,0.9451,0.9386,0,0,0.0,0,0,0,,6,7
arrive,leave,V,1.33,0.9399,0.9548,0,0,0.0,0,0,0,,9,8
succeed,try,V,3.98,0.9398,0.9377,0,1,0.016949,0,0,0,,9,8
accept,deny,V,1.75,0.9633,0.9507,0,0,0.0,0,0,0,,9,8
arrive,come,V,7.05,0.9399,0.907,2,8,0.126984,0,0,0,,9,9
agree,differ,V,1.05,0.9502,0.9098,0,0,0.0,0,0,0,,7,9
send,receive,V,1.08,0.9238,0.9906,0,0,0.0,0,0,0,,5,6
win,dominate,V,5.68,0.9364,0.9334,0,0,0.0,0,0,0,,10,9
add,divide,V,2.3,0.9206,0.9542,0,0,0.0,0,0,0,,7,11
kill,choke,V,4.92,0.9444,0.9821,0,0,0.0,0,0,0,,8,8
acquire,get,V,8.82,0.9544,0.9263,0,2,0.026667,1,1,1,,8,8
participate,join,V,7.7,0.9542,0.9416,0,0,0.0,0,0,0,,8,6
leave,remain,V,2.53,0.9548,0.9571,0,0,0.0,0,0,0,,8,6
go,enter,V,4.0,0.9747,0.9443,0,0,0.0,0,0,0,,6,5
take,carry,V,5.23,0.9288,0.9501,0,0,0.0,0,0,0,,14,8
forget,learn,V,1.18,0.9608,0.9717,0,0,0.0,1,0,1,13,8,8
appoint,elect,V,8.17,0.9414,0.9446,0,0,0.0,0,0,0,,7,8
engage,marry,V,5.43,0.8961,0.9486,0,0,0.0,0,0,0,,4,7
ask,pray,V,3.72,0.9636,0.9377,0,0,0.0,0,0,0,,6,9
go,send,V,3.75,0.9747,0.9238,0,0,0.0,0,0,0,,6,5
take,deliver,V,4.37,0.9288,0.9454,0,0,0.0,0,0,0,,14,8
speak,hear,V,3.02,0.9409,0.9311,0,0,0.0,0,0,0,,6,10
analyze,evaluate,V,8.03,0.9577,0.93,0,0,0.0,0,0,0,,9,8
argue,rationalize,V,4.2,0.9501,0.9525,0,0,0.0,0,0,0,,9,8
lose,keep,V,1.05,0.9484,0.9259,0,0,0.0,0,0,0,,5,5
compare,analyze,V,8.1,0.9453,0.9577,0,0,0.0,0,0,0,,9,9
disorganize,organize,V,1.45,0.9368,0.9334,0,2,0.030769,0,0,0,,10,7
go,allow,V,3.62,0.9747,0.9754,0,0,0.0,0,0,0,,6,8
take,possess,V,7.2,0.9288,0.9612,0,0,0.0,0,0,0,,14,8
learn,listen,V,3.88,0.9717,0.9161,0,0,0.0,0,0,0,,8,10
destroy,construct,V,0.92,0.9702,0.9312,0,0,0.0,0,0,0,,8,7
create,build,V,8.48,0.9428,0.8981,0,0,0.0,0,0,0,,6,8
steal,buy,V,1.13,0.9742,0.9361,0,0,0.0,0,0,0,,8,9
kill,hang,V,4.45,0.9444,0.9637,0,0,0.0,0,0,0,,8,11
forget,know,V,0.92,0.9608,0.9823,0,0,0.0,0,0,0,,8,9
create,imagine,V,5.13,0.9428,0.9335,0,0,0.0,0,0,0,,6,8
do,happen,V,4.23,0.9677,0.9464,0,0,0.0,0,0,0,,6,7
win,accomplish,V,7.85,0.9364,0.9479,0,0,0.0,0,0,0,,10,9
give,deny,V,1.43,0.9796,0.9507,0,0,0.0,0,0,0,,12,8
deserve,earn,V,5.8,0.9547,0.9321,0,0,0.0,0,0,0,,8,6
get,put,V,1.98,0.9263,0.915,0,0,0.0,0,0,0,,8,10
locate,find,V,8.73,0.9225,0.9391,0,1,0.017544,0,1,1,,5,7
appear,attend,V,6.28,0.9295,0.9245,0,0,0.0,0,0,0,,9,7
know,comprehend,V,7.63,0.9823,0.9653,0,0,0.0,0,0,0,,9,9
pretend,imagine,V,8.47,0.9483,0.9335,0,0,0.0,0,0,0,,7,8
satisfy,please,V,7.67,0.962,0.9794,0,1,0.016949,0,0,0,,9,7
cherish,keep,V,4.85,0.937,0.9259,0,0,0.0,0,0,0,,6,5
argue,differ,V,5.15,0.9501,0.9098,0,1,0.013333,0,0,0,,9,9
overcome,dominate,V,6.25,0.96,0.9334,0,0,0.0,0,0,0,,8,9
behave,obey,V,7.3,0.9506,0.9584,0,0,0.0,0,0,0,,9,9
cooperate,participate,V,6.43,0.9552,0.9542,0,0,0.0,0,0,0,,7,8
achieve,try,V,4.42,0.9342,0.9377,0,0,0.0,0,0,0,,9,8
fail,discourage,V,3.33,0.9479,0.9376,0,0,0.0,0,0,0,,9,8
begin,quit,V,1.28,0.9412,0.9233,0,0,0.0,0,0,0,,7,8
say,participate,V,3.82,0.9403,0.9542,0,0,0.0,0,0,0,,7,8
come,bring,V,2.42,0.907,0.9311,0,2,0.02439,0,0,0,,9,9
declare,announce,V,9.08,0.9936,0.9446,0,0,0.0,0,0,0,,7,6
read,comprehend,V,4.7,0.9116,0.9653,0,0,0.0,0,0,0,,13,9
take,leave,V,2.47,0.9288,0.9548,0,0,0.0,0,0,0,,14,8
proclaim,announce,V,8.18,0.9495,0.9446,0,0,0.0,0,0,0,,7,6
acquire,obtain,V,8.57,0.9544,0.9318,0,1,0.017857,0,0,0,,8,6
conclude,decide,V,7.75,0.9503,0.9383,0,0,0.0,0,0,0,,8,8
please,plead,V,2.98,0.9794,0.9622,0,0,0.0,0,0,0,,7,8
argue,prove,V,4.83,0.9501,0.9561,0,1,0.014085,1,0,1,13,9,7
ask,plead,V,6.47,0.9636,0.9622,0,0,0.0,0,0,0,,6,8
find,disappear,V,0.77,0.9391,0.9538,0,0,0.0,0,0,0,,7,7
inspect,examine,V,8.75,0.9486,0.9447,1,6,0.089552,0,0,0,,9,9
verify,justify,V,4.08,0.9526,0.9502,0,0,0.0,0,0,0,,8,7
assume,predict,V,4.85,0.9414,0.9574,0,0,0.0,0,0,0,,7,6
learn,evaluate,V,4.17,0.9717,0.93,0,0,0.0,0,0,0,,8,8
argue,justify,V,5.0,0.9501,0.9502,0,0,0.0,0,0,0,,9,7
make,become,V,4.77,0.9379,0.9384,0,1,0.014493,0,0,0,,1,7
discover,originate,V,4.83,0.937,0.9407,0,0,0.0,0,0,0,,10,7
achieve,succeed,V,7.5,0.9342,0.9398,0,0,0.0,0,0,0,,9,9
give,put,V,3.65,0.9796,0.915,0,0,0.0,0,0,0,,12,10
understand,listen,V,4.68,0.9635,0.9161,0,0,0.0,0,0,0,,7,10
expand,grow,V,8.27,0.9433,0.9386,0,0,0.0,0,0,0,,8,7
borrow,sell,V,1.73,0.9838,0.946,0,0,0.0,0,0,0,,7,7
keep,protect,V,5.4,0.9259,0.9409,0,0,0.0,0,0,0,,5,7
explain,prove,V,4.1,0.929,0.9561,0,0,0.0,0,0,0,,10,7
assume,pretend,V,3.72,0.9414,0.9483,0,0,0.0,0,0,0,,7,7
agree,please,V,4.13,0.9502,0.9794,0,0,0.0,0,0,0,,7,7
forgive,forget,V,3.92,0.9692,0.9608,0,0,0.0,0,0,0,,9,8
clarify,explain,V,8.33,0.9469,0.929,0,0,0.0,0,0,0,,6,10
understand,forgive,V,4.87,0.9635,0.9692,0,0,0.0,0,0,0,,7,9
remind,forget,V,0.87,0.9401,0.9608,0,8,0.186047,0,0,0,,6,8
get,remain,V,1.6,0.9263,0.9571,0,0,0.0,0,0,0,,8,6
realize,discover,V,7.47,0.9455,0.937,0,0,0.0,0,0,0,,7,10
require,inquire,V,1.82,0.9335,0.9162,0,0,0.0,0,0,0,,9,6
ignore,ask,V,1.07,0.9672,0.9636,0,0,0.0,0,0,0,,9,6
think,inquire,V,4.77,0.9543,0.9162,0,0,0.0,0,0,0,,9,6
reject,avoid,V,4.78,0.9346,0.949,0,0,0.0,0,0,0,,8,7
argue,persuade,V,6.23,0.9501,0.9601,0,0,0.0,0,0,0,,9,9
pursue,persuade,V,3.17,0.9648,0.9601,0,0,0.0,0,0,0,,6,9
accept,forgive,V,3.73,0.9633,0.9692,0,0,0.0,0,0,0,,9,9
do,quit,V,1.17,0.9677,0.9233,0,0,0.0,0,0,0,,6,8
investigate,examine,V,8.1,0.9438,0.9447,0,2,0.027778,0,0,0,,10,9
discuss,explain,V,6.67,0.9317,0.929,0,0,0.0,0,0,0,,11,10
owe,lend,V,2.32,0.9234,0.953,0,0,0.0,0,0,0,,9,7
explore,discover,V,8.48,0.9358,0.937,0,0,0.0,0,0,0,,6,10
complain,argue,V,4.8,0.9331,0.9501,0,0,0.0,0,0,0,,9,9
withdraw,reject,V,6.38,0.9406,0.9346,0,0,0.0,0,0,0,,9,8
keep,borrow,V,2.25,0.9259,0.9838,0,0,0.0,0,0,0,,5,7
beg,ask,V,6.0,0.9528,0.9636,0,0,0.0,0,0,0,,9,6
arrange,organize,V,8.27,0.9467,0.9334,0,0,0.0,0,0,0,,7,7
reduce,shrink,V,8.02,0.9438,0.9451,0,0,0.0,0,0,0,,5,6
speak,acknowledge,V,4.67,0.9409,0.9649,0,0,0.0,0,0,0,,6,7
give,borrow,V,2.22,0.9796,0.9838,0,0,0.0,0,0,0,,12,7
kill,defend,V,2.63,0.9444,0.9513,0,0,0.0,0,0,0,,8,9
disappear,shrink,V,5.8,0.9538,0.9451,0,0,0.0,0,0,0,,7,6
deliver,carry,V,3.88,0.9454,0.9501,0,0,0.0,0,0,0,,8,8
breathe,choke,V,1.37,0.9486,0.9821,0,0,0.0,0,0,0,,8,8
acknowledge,notify,V,5.3,0.9649,0.9284,0,0,0.0,0,0,0,,7,9
become,seem,V,2.63,0.9384,0.8959,0,1,0.010753,0,0,0,,7,8
pretend,seem,V,4.68,0.9483,0.8959,0,0,0.0,0,0,0,,7,8
accomplish,become,V,4.0,0.9479,0.9384,0,0,0.0,0,0,0,,9,7
contemplate,think,V,8.82,0.9555,0.9543,0,2,0.034483,0,0,0,,8,9
determine,predict,V,5.8,0.9262,0.9574,0,0,0.0,0,0,0,,10,6
please,entertain,V,5.0,0.9794,0.9266,0,0,0.0,0,0,0,,7,7
remain,retain,V,5.75,0.9571,0.9578,0,2,0.033898,0,1,1,,6,9
pretend,portray,V,7.03,0.9483,0.9544,0,0,0.0,0,0,0,,7,7
forget,retain,V,0.63,0.9608,0.9578,0,0,0.0,0,0,0,,8,9
want,choose,V,4.78,0.9886,0.9474,0,0,0.0,0,0,0,,9,8
lose,get,V,0.77,0.9484,0.9263,0,0,0.0,0,0,0,,5,8
try,think,V,2.62,0.9377,0.9543,0,0,0.0,0,0,0,,8,9
become,appear,V,4.77,0.9384,0.9295,0,0,0.0,0,0,0,,7,9
leave,ignore,V,4.42,0.9548,0.9672,0,0,0.0,0,0,0,,8,9
accept,recommend,V,2.75,0.9633,0.9306,0,0,0.0,0,0,0,,9,10
leave,wander,V,3.57,0.9548,0.9367,0,0,0.0,0,0,0,,8,11
keep,give,V,1.05,0.9259,0.9796,0,0,0.0,0,0,0,,5,12
give,allow,V,5.15,0.9796,0.9754,0,0,0.0,0,0,0,,12,8
bring,send,V,2.97,0.9311,0.9238,0,0,0.0,0,0,0,,9,5
absorb,learn,V,5.48,0.9465,0.9717,0,0,0.0,0,0,0,,10,8
acquire,find,V,6.38,0.9544,0.9391,0,0,0.0,0,0,0,,8,7
leave,appear,V,0.97,0.9548,0.9295,0,0,0.0,0,0,0,,8,9
create,destroy,V,0.63,0.9428,0.9702,0,0,0.0,0,0,0,,6,8
begin,go,V,7.42,0.9412,0.9747,0,0,0.0,0,0,0,,7,6
get,buy,V,5.08,0.9263,0.9361,0,0,0.0,0,0,0,,8,9
collect,save,V,6.67,0.9224,0.9283,0,0,0.0,0,0,0,,8,9
replace,restore,V,5.73,0.9379,0.9569,0,0,0.0,0,0,0,,8,5
join,add,V,8.1,0.9416,0.9206,0,0,0.0,0,0,0,,6,7
join,marry,V,5.35,0.9416,0.9486,0,0,0.0,0,0,0,,6,7
accept,deliver,V,1.58,0.9633,0.9454,0,0,0.0,0,0,0,,9,8
attach,join,V,7.75,0.9396,0.9416,0,0,0.0,0,0,0,,9,6
put,hang,V,3.0,0.915,0.9637,0,1,0.014085,0,0,0,,10,11
go,sell,V,0.97,0.9747,0.946,0,0,0.0,0,0,0,,6,7
communicate,pray,V,3.55,0.9441,0.9377,0,0,0.0,0,0,0,,6,9
give,steal,V,0.5,0.9796,0.9742,0,0,0.0,0,0,0,,12,8
add,build,V,4.92,0.9206,0.8981,0,0,0.0,0,0,0,,7,8
bring,restore,V,2.62,0.9311,0.9569,0,0,0.0,0,0,0,,9,5
comprehend,satisfy,V,2.55,0.9653,0.962,0,0,0.0,0,0,0,,9,9
portray,decide,V,1.18,0.9544,0.9383,0,0,0.0,0,0,0,,7,8
organize,become,V,1.77,0.9334,0.9384,0,0,0.0,0,0,0,,7,7
give,know,V,0.88,0.9796,0.9823,0,0,0.0,0,0,0,,12,9
say,verify,V,4.9,0.9403,0.9526,0,0,0.0,0,0,0,,7,8
cooperate,join,V,5.18,0.9552,0.9416,0,0,0.0,0,0,0,,7,6
arrange,require,V,0.98,0.9467,0.9335,0,0,0.0,0,0,0,,7,9
borrow,want,V,1.77,0.9838,0.9886,0,0,0.0,0,0,0,,7,9
investigate,pursue,V,7.15,0.9438,0.9648,0,0,0.0,0,0,0,,10,6
ignore,explore,V,0.4,0.9672,0.9358,0,0,0.0,0,0,0,,9,6
bring,complain,V,0.98,0.9311,0.9331,0,0,0.0,0,0,0,,9,9
enter,owe,V,0.68,0.9443,0.9234,0,0,0.0,0,0,0,,5,9
portray,notify,V,0.78,0.9544,0.9284,0,0,0.0,0,0,0,,7,9
remind,sell,V,0.4,0.9401,0.946,0,0,0.0,0,0,0,,6,7
absorb,possess,V,5.0,0.9465,0.9612,0,0,0.0,0,0,0,,10,8
join,acquire,V,2.85,0.9416,0.9544,0,0,0.0,0,0,0,,6,8
send,attend,V,1.67,0.9238,0.9245,0,0,0.0,0,0,0,,5,7
gather,attend,V,4.8,0.9499,0.9245,0,0,0.0,0,0,0,,8,7
absorb,withdraw,V,2.97,0.9465,0.9406,0,0,0.0,0,0,0,,10,9
attend,arrive,V,6.08,0.9245,0.9399,0,0,0.0,0,0,0,,7,9
